# datasets: Transcriptome,Proteome
# conditions: PM,MM,BN,SN,PMN
GENE,FILTERED,Transcriptome_VAR,Transcriptome_MEDIAN,Transcriptome_CLUSTER,Transcriptome:PM_VALUE,Transcriptome:MM_VALUE,Transcriptome:BN_VALUE,Transcriptome:SN_VALUE,Transcriptome:PMN_VALUE,Proteome_VAR,Proteome_MEDIAN,Proteome_CLUSTER,Proteome:PM_VALUE,Proteome:MM_VALUE,Proteome:BN_VALUE,Proteome:SN_VALUE,Proteome:PMN_VALUE
ENSG00000005020,FALSE,81.52645273200346,82.45157559988436,3,-1.465683588753184,-0.6385950370473642,-0.035775987054840794,0.793647855250063,1.3464067576053267,10.147441457068517,82.50939577912692,3,-1.5687097616555543,-0.2497942306661298,0.8321948420741834,-0.31238915457264377,1.298698304820255
ENSG00000005022,FALSE,69.7600462561434,59.583694709453596,2,1.8729175747237017,0.15935935449289035,-0.4442648755570104,-0.7287299458776161,-0.8592821077819651,67.88089043076033,65.77045388840705,2,1.711593660827931,0.4780585235936724,-0.41993729420183856,-0.6616821095116934,-1.108032780708077
ENSG00000005075,FALSE,34.403006649320616,51.95143104943625,3,-1.4980050280485522,-0.6562685534076387,0.1557922695239369,0.6093320042059652,1.3891493077262873,81.32408210465452,9.30904885805146,2,1.452930910575612,0.9562247187758424,-0.9169846161857608,-0.8472737067563167,-0.6448973064093604
ENSG00000005156,FALSE,66.57993639780284,54.55333911535126,4,0.11493381132186112,1.3009273653867852,0.8456654815544565,-1.0259380237593316,-1.2355886345037712,62.995085284764386,62.76380456779416,6,1.00564905471607,0.8720492755976593,0.5028296071975413,-0.9238941176388192,-1.4566338198724573
ENSG00000005194,FALSE,10.552182711766406,16.131830008673028,2,1.8398893864476276,0.22920710417192683,-0.40841744181915596,-0.921276015123371,-0.7394030336770275,55.47846198323215,25.990170569528765,2,1.7936794549365793,0.2431267026348849,-0.23337335720782748,-1.0482690576741076,-0.7551637426895499
ENSG00000005381,FALSE,99.07487713211911,86.12315698178665,2,1.9899666638330717,-0.5497378774067861,-0.5052478487486134,-0.31674087944976836,-0.6182400582279042,20.208152645273202,99.97108991037872,2,1.79974766106942,0.1961648818323347,-0.45597564379325234,-0.3644989184792435,-1.175437980629199
ENSG00000005810,FALSE,30.15322347499277,56.28794449262793,4,-1.3365958505974618,0.27459374198341385,1.710974435707038,-0.33133264877363733,-0.3176396783193527,6.446949985544955,29.603931772188492,5,0.47405316036164286,-1.7964476296200957,0.342033873878548,1.17956730649428,-0.19920671111421084
ENSG00000005844,FALSE,81.0928013876843,75.25296328418618,5,-1.351137706337039,-0.7315174455886633,-0.15559226443535337,0.8843638051539134,1.3538836112071426,96.29950852847644,63.717837525296325,3,-1.843318780512848,-0.2277299340793971,0.4162564692797598,0.8901528543366554,0.7646393909758205
ENSG00000005961,FALSE,7.140792136455623,2.65972824515756,3,-0.6322544973311103,-0.4716842975592831,0.30838599930013333,1.806004739398599,-1.010451943808338,78.2307025151778,3.151199768719283,5,-0.3473007392521293,-0.34770335717804207,-1.3777761569987852,0.43972923323091356,1.6330510201980386
ENSG00000006125,FALSE,26.799653078924546,52.73200346921075,4,-0.909165785007575,-0.3321696685750328,1.9505994443283126,-0.29668809943837854,-0.41257589130732536,14.281584272911246,83.95490026019081,5,-1.1842347724018847,-0.8073285066462333,-0.35299799338720766,0.9816011633406048,1.362960109094758
ENSG00000006451,FALSE,2.515177797051171,10.581092801387685,4,-0.4436602177360203,1.399858624171785,0.8792445430690575,-0.4783667965196076,-1.357076152985217,36.97600462561434,41.37033824804857,4,-1.6804340458063487,0.3799984818636441,1.0559751252137783,0.7881050774850362,-0.5436446387561298
ENSG00000006530,FALSE,17.05695287655392,5.31945649031512,2,1.7060549938506662,0.49568646607965927,-0.522497981041308,-0.5561276350836114,-1.1231158438054056,86.58571841572709,35.87742122000578,6,1.3417488208364625,0.676330833824521,0.25327409545261365,-0.9136239438699416,-1.3577298062436374
ENSG00000006534,FALSE,69.64440589765829,62.38797340271755,4,-0.24304144802145253,1.1222042449048863,1.1313395933351613,-0.5690177247771951,-1.4414846654414002,32.2058398381035,88.08904307603353,3,-1.8900940828186579,0.41709048430717827,0.9518653048862203,0.5859456724001699,-0.06480737877492163
ENSG00000006625,FALSE,35.588320323793006,10.08962127782596,2,1.9482900457298704,-0.18522951516136893,-0.5783591959438443,-0.33389570144839764,-0.8508056331762595,3.353570396068228,63.34200636021971,4,0.46529496372559626,-1.6098065494860778,1.3405424521149305,0.3354331530236879,-0.5314640193781711
ENSG00000006712,FALSE,56.432494940734315,43.10494362532524,5,-0.9380269317083249,-0.7580260547184688,-0.28241610688273616,0.12073781616566916,1.8577312771438617,19.051749060422086,12.11332755131541,6,1.535018381863479,0.34233687159018394,0.24719219019620586,-0.7393425103901472,-1.3852049332597218
ENSG00000006715,FALSE,58.485111303845045,59.207863544376984,5,-0.9066477717736348,-0.691896945054654,-0.7801868628795685,0.8278447460664615,1.5508868336413952,28.938999710899104,40.30066493206129,5,0.43806605433456397,-1.6332313420961577,-0.601986992230244,0.6127553765093646,1.1843969034825201
ENSG00000007080,FALSE,6.302399537438566,11.70858629661752,6,1.2535859920340817,0.7750710974556114,0.3089845162735037,-1.172782158113096,-1.1648594476501013,57.791269152934376,15.14888696154958,2,1.6556758827623679,0.604054409162993,-0.667750540653866,-1.0966267772604639,-0.49535297401105727
ENSG00000007168,FALSE,78.95345475570974,83.08759757155248,5,-1.2665462305935222,-0.6496960397028635,-0.3139571209685771,0.6744796974721765,1.555719693792786,33.159872795605665,72.65105521827118,3,-1.7634420336141168,0.19103436451646547,0.28806596521551475,1.3299314422541937,-0.04558973837205705
ENSG00000007237,FALSE,68.71928302977739,70.39606822781151,4,-1.1852145474053608,1.3539768719414487,0.8220452508436004,-1.0410249413839388,0.05021736600425048,73.6629083550159,41.28360797918474,3,-1.8694363546752033,0.5838128492025357,0.8482239003561721,0.6365677724430148,-0.19916816732651935
ENSG00000008018,FALSE,49.49407343162764,73.80745880312229,5,-0.6421301494571942,-0.7053494932248897,-0.44700902058393366,-0.17051948068386188,1.965008143949885,0.3469210754553339,89.1876264816421,2,1.866799168747493,0.1930741770820558,-0.6368955101986883,-0.5386965938423351,-0.8842812417885925
ENSG00000008130,FALSE,94.01561144839549,95.60566637756577,5,-1.3524768585904001,-0.6830242745507211,-0.18403068423668573,0.7878527601262333,1.4316790572515747,76.64064758600752,83.46342873662908,3,-1.8608741262492132,-0.1691905985098155,0.48631272346586185,0.9724213095907163,0.5713306917024598
ENSG00000008282,FALSE,43.79878577623591,34.69210754553339,6,1.5486841399764342,0.6393594666705217,-0.15497520341268123,-0.7905961269410687,-1.2424722762932052,9.598149754264238,69.38421509106678,6,1.3361654039995792,0.8684213660170306,-0.3232730281608863,-0.3992096455141288,-1.4821040963413907
ENSG00000008394,FALSE,65.42353281295172,21.306736050881756,2,1.9497576709618962,-0.13158810663269052,-0.6078991606864306,-0.40612392049797186,-0.8041464831448036,54.061867591789536,77.99942179820758,6,0.4359719746607195,1.527473132001833,0.1479811445167813,-1.3917156866705762,-0.7197105645087436
ENSG00000008438,FALSE,99.27724775946805,97.918473547268,4,-0.8752337153146239,0.7157593931958077,1.6117658598746498,-0.5400142397748954,-0.9122772979809379,99.97108991037872,96.9933506793871,3,-1.9768619981618671,0.2091176310448979,0.52294747243216,0.6275337748876568,0.6172631197971441
ENSG00000008516,FALSE,97.88956345764672,89.27435675050593,5,-0.797678547624872,-0.7168668240431977,-0.50051455866737,0.12179219178736794,1.8932677385480718,98.12084417461695,35.09684880023128,5,-1.0278353142723,-1.047992926259293,-0.2684085106900207,1.2850327054042523,1.0592040458173482
ENSG00000008869,FALSE,39.722463139635735,41.514888696154955,4,0.05601002738694034,1.384902315488451,0.6846234768003514,-0.643692804374468,-1.4818430153012747,10.870193697600463,32.957502168256724,6,1.5152841849008112,-0.0810989365585216,0.6476231281661777,-0.8053643539452326,-1.276444022563149
ENSG00000008952,FALSE,62.532523850823935,75.86007516623302,4,-1.4846472704657325,0.30132466114686646,1.5725004870594426,0.08517742688859209,-0.4743553046291682,26.19254119687771,36.889274356750505,6,1.0395573652611387,1.2692614984569135,-0.43052091127851794,-0.515506509776125,-1.3627914426633967
ENSG00000008988,FALSE,97.19572130673605,96.24168834923388,2,1.771329545909939,0.2949769810433322,-0.33046023855264445,-0.5854385581609451,-1.150407730239681,88.37814397224632,88.20468343451864,6,1.3189885855513697,0.6964151160497803,0.2536627187744697,-0.87319137236963,-1.3958750480060003
ENSG00000009307,FALSE,83.57906909511419,90.11274934952299,5,-0.5919768843229847,-0.872526997709783,-0.4967081004402509,0.053685053520146304,1.9075269289528736,90.77768141081238,48.45331020526164,6,1.3190499500063597,0.7446576381483403,0.20149268940947884,-1.3555651345904631,-0.9096351429737254
ENSG00000009335,FALSE,55.82538305868748,56.89505637467476,4,0.015020297989869659,1.2459352901387422,0.9656864206442293,-0.9793395452166125,-1.2473024635562295,3.98959236773634,40.96559699335068,6,0.7105836200752831,0.5874119198425167,0.8735115507442442,-0.3683714283158401,-1.8031356623461716
ENSG00000009790,FALSE,76.0046256143394,69.26857473258167,3,-1.5775263834930464,-0.32026752495071115,0.9735212411285239,1.1811480279797142,-0.25687536066448075,50.1879155825383,23.648453310205262,3,-0.9694031228036476,-1.38830949351658,0.6770037848614627,1.2023828144233188,0.4783260170354386
ENSG00000009844,FALSE,24.689216536571262,43.82769586585719,4,-0.9433592670884361,0.636951289296511,1.4679458663707634,0.08063718977829161,-1.2421750783571253,30.413414281584274,50.96848800231281,3,-1.2057703967977633,-0.7100488600300235,-0.43653959821645555,1.3818313838862963,0.9705274711578892
ENSG00000009954,FALSE,41.25469788956346,30.875975715524717,2,1.7627120958003428,0.3269738544172494,-0.2592760259145521,-0.7677094321529532,-1.0627004921500867,70.13587742122,54.78461983232148,6,1.1302127823012682,0.9468353643166458,0.01674367277413934,-0.48393080529448407,-1.6098610140975695
ENSG00000010017,FALSE,39.144261347210175,52.327262214512864,4,-1.2405603122038513,0.727163297596459,1.5281423667366203,-0.30467771736559995,-0.7100676347636297,61.95432205839838,23.301532234749928,6,1.2569396190957078,0.503296848881256,0.5961604963552704,-1.0457514895953355,-1.3106454747368985
ENSG00000010244,FALSE,58.976582827406766,86.7013587742122,6,0.46493248657447683,1.2661613116351378,-0.27834288116178724,-1.7382934252734337,0.2855425082256039,41.514888696154955,59.872795605666376,6,0.3400454088315084,1.0129248064519996,0.8456076559591125,-0.49661662804805207,-1.7019612431945415
ENSG00000010256,FALSE,70.25151777970511,72.94015611448395,4,0.04188174184714065,1.088379095819078,1.1079631976462143,-0.9175295283121064,-1.3206945070003264,54.350968488002316,82.42266551026309,6,1.4389272031446056,0.9209351151405681,-0.4006814161696273,-0.9510727646100744,-1.008108137505458
ENSG00000010292,FALSE,62.06996241688349,64.38276958658572,6,0.9679731995074471,1.0185947798336978,0.3979882134871526,-1.0826336184905687,-1.301922574337729,94.82509395779127,45.533391153512575,6,1.1267496765028608,1.1523973319611767,-0.1926829835339403,-0.7361304331934904,-1.3503335917366066
ENSG00000010671,FALSE,48.59786065336802,67.85198034113905,4,-1.4774975495292173,0.49678015558848626,1.3534487769339762,0.3919605721429125,-0.7646919551361585,0.14455044810638912,66.81121711477306,3,-1.3034826586633956,-0.433876491856526,0.6745586461751512,-0.49155681565382364,1.5543573199984295
ENSG00000011009,FALSE,22.781150621566926,46.57415437987858,3,-1.8216145298533974,0.11580360773187019,0.7680705951438848,-0.09624006005987783,1.0339803870375193,12.720439433362243,54.11968777103209,3,-1.4153229296389325,-0.6633221374269749,0.6489568868468023,-0.031384949637132856,1.4610731298562576
ENSG00000011052,FALSE,4.191962995085285,1.4455044810638913,2,1.9852806542861519,-0.42260931016591213,-0.5124597618267757,-0.3434813112506912,-0.7067302710427725,44.86845909222318,73.1425267418329,2,1.891151878978628,0.03245443375186403,-0.6487301945467727,-0.3300410383750589,-0.9448350798086774
ENSG00000011260,FALSE,39.317721884937846,31.22289679098005,6,1.7185957042518216,0.31031956364185537,-0.0556899964614907,-0.9971057795043152,-0.9761194919278708,28.013876843018213,2.630818155536282,2,1.7332545071347865,-0.8933846116321988,-1.0163620488996767,-0.1848163654706304,0.3613085188677554
ENSG00000011304,FALSE,64.38276958658572,54.20641803989592,2,1.970820891103136,-0.3205589126676971,-0.7852048752232262,-0.5383548402055593,-0.32670226300665434,31.280716970222606,92.28100607111882,6,0.8650647282623075,1.1808888772441168,0.11365781911044445,-0.5737001783509422,-1.5859112462659266
ENSG00000011422,FALSE,95.20092512286789,91.5293437409656,5,-1.0383019533830051,-0.9198951027144997,-0.41220095314706756,1.4047656991734507,0.9656323100711217,96.64642960393178,56.721595836947095,3,-1.7139735769978641,-0.5190572108309344,0.44913373115936545,0.8898597038477535,0.8940373528216887
ENSG00000011485,FALSE,22.000578201792425,6.620410523272622,2,1.8450178675520952,0.1401046484830849,-0.4655280702389369,-0.4396568381766942,-1.0799376076195486,9.45359930615785,52.38508239375542,2,1.5495565213879834,-1.4371080038812107,0.41709627415640965,0.06645035935026515,-0.595995151013493
ENSG00000011600,FALSE,95.77912691529343,97.94738363688927,3,-1.4887138612437978,-0.5319974288928642,-0.09747793145482324,0.7070683059277088,1.4111209156637758,56.66377565770454,37.40965596993351,5,0.061436259326263655,-0.8148320337014052,-0.9766279375528052,-0.10503484202762549,1.835058553955599
ENSG00000012223,TRUE,99.82653946227234,99.04596704249784,4,-0.7666435892204441,1.6831597012635595,0.6238400905294336,-0.7271318866099101,-0.8132243159626383,99.39288811795316,100.0,3,-1.9780864776755749,0.2141070566654349,0.5614219129176641,0.6404272577480774,0.5621302503443929
ENSG00000012660,FALSE,86.06533680254408,90.05492917028043,5,-1.4042761853608607,-0.37537931369211447,-0.3729703162453503,0.612043072889337,1.5405827424089906,70.71407921364556,25.2963284186181,4,-1.0336547081611198,1.3106541686767001,0.9416611547005173,-0.06875144351172084,-1.1499091717043923
ENSG00000012779,FALSE,92.74356750505926,97.398091934085,3,-1.9369688141622763,0.06854523173564356,0.821847064559897,0.6241831616002994,0.4223933562664376,98.8146863255276,96.35732870771899,3,-1.9776206549664577,0.21651364944625265,0.531509912726114,0.5718969612075603,0.6577001315865322
ENSG00000013275,FALSE,15.55362821624747,44.40589765828274,4,-1.3856263432362927,0.10893084088588371,1.7207114946463125,-0.15586209560109623,-0.28815389669480873,2.0237062734894478,74.61694131251807,2,1.0191463879686928,-1.5385104779474754,-0.6542379765548277,1.0754869824630415,0.09811508407060954
ENSG00000013364,FALSE,89.59236773633998,82.97195721306736,5,-1.1020724497762893,-0.703598842941429,-0.47048384075629485,0.6489002760627942,1.6272548574112187,55.362821624747035,94.59381324082105,3,-1.8659347634334926,-0.12506530086202272,0.6222998524477882,0.9832806060556942,0.38541960579204676
ENSG00000013374,FALSE,69.84677652500723,46.111592945938135,5,-0.998302084984209,-0.6235852261922097,-0.6099663148518603,0.5027831905531196,1.72907043547516,24.573576178086153,6.5047701647875105,2,0.7491083476242503,-0.37463114227035765,-1.4721647047261341,1.4231321316804153,-0.3254446323082388
ENSG00000013375,FALSE,14.88869615495808,7.718993928881179,2,1.8142863110172198,0.30147845709386756,-0.418457139690279,-0.8798223164067156,-0.8174853120140938,49.262792714657415,17.750795027464584,6,0.6297442823927025,1.1036434885141235,-0.6720640735992385,0.5580344071489667,-1.6193581044565697
ENSG00000013583,FALSE,9.164498409945072,5.955478461983232,2,1.957849963245012,-0.1096062759136598,-0.6834860100608912,-0.5140903462933687,-0.6506673309770921,9.077768141081238,39.838103498120844,4,-0.7957302046368018,-0.05197736112055703,0.3781914282494276,1.6684352181269286,-1.198919080618881
ENSG00000013810,FALSE,69.61549580803701,63.34200636021971,5,-0.46174223589032004,-0.8245504671531243,-0.8569510043003081,0.33820559519141125,1.8050381121523418,60.33535703960682,29.575021682567215,5,0.5782231188932293,-0.1797188063380737,-1.8682315675104824,0.5573518199776287,0.9123754349777043
ENSG00000014123,FALSE,16.62330153223475,22.549869904596704,6,0.66301796289745,0.9075601903314046,0.7605316793584151,-0.6958226943305862,-1.635287138256683,43.71205550737207,85.31367447239086,6,1.3961657821268292,0.6877642526144222,0.17315178665620523,-1.1125608265271918,-1.1445209948702562
ENSG00000014216,FALSE,59.64151488869616,76.38045677941602,4,-0.9771928133563403,0.5463487677998646,1.5391632605952792,0.06365425824839047,-1.1719734732871923,11.274934952298352,96.73315987279561,3,-1.6983797659645787,-0.5660636559823773,0.6391166888804312,0.6313287706583789,0.993997962408104
ENSG00000014257,FALSE,53.483665799363976,64.98988146863255,3,-1.7784455367335603,0.4724855946855289,0.5956544668972797,-0.3543603552347167,1.0646658303854706,40.76322636600173,59.496964440589764,4,-0.7009939122859045,0.9814749245639417,1.4037855486408897,-0.5625588568237074,-1.121707704095192
ENSG00000014641,FALSE,61.4050303555941,45.706851691240246,6,1.241032844996886,1.0070690687227037,-0.11688152995694769,-0.7819396837797945,-1.3492806999828462,12.11332755131541,93.40849956634865,4,-1.0168113720765168,1.7255205667009788,0.2207903916581186,0.03920470381729161,-0.9687042900998518
ENSG00000015285,FALSE,84.30182133564614,79.09800520381613,5,-1.1822498116099667,-0.6810223986948871,-0.40549271662137854,0.6869328096663023,1.5818321172599303,40.04047412546979,84.6198323214802,3,-1.6215167575560154,-0.28498400312707134,-0.05832936062691305,0.5606411248718354,1.4041889964381553
ENSG00000015475,FALSE,85.22694420352703,81.78664353859497,5,-1.154899978501152,-0.6992854748875295,-0.2619521274165512,0.3986873314719027,1.71745024933333,33.506793871061,90.11274934952299,3,-1.5447805779037438,-0.7499371870052759,0.5343551704157421,0.5513397689368978,1.209022825556475
ENSG00000017797,FALSE,76.20699624168834,56.75050592656837,5,-0.5974147608187153,-0.873629467605056,-0.7379967995224838,0.43545521476546706,1.7735858131807876,70.16478751084128,12.37351835790691,5,0.7457746859046744,-1.320174383542803,-1.079072481673309,0.5355512941064323,1.1179208852049842
ENSG00000018510,FALSE,64.64296039317722,54.69788956345764,6,0.22254640363301165,1.3582399023899552,0.691962498123679,-0.9877947877226785,-1.284954016423967,73.05579647296906,88.37814397224632,6,0.6440964614438183,1.0489683104147722,0.7041725010878587,-0.9582303574214927,-1.4390069155249665
ENSG00000019582,FALSE,82.76958658571841,84.07054061867592,3,-1.3587713813086917,-0.6692845734265058,-0.08846367949813431,1.5368750015142287,0.5796446327191013,83.08759757155248,34.431916738941894,6,1.2542935477700263,0.7554459687826827,0.29559442632049693,-0.9166683217380507,-1.3886656211351514
ENSG00000020129,FALSE,9.077768141081238,5.232726221451286,2,1.7814423853346568,0.26751752838473053,-0.22672729064941266,-0.7641022490704911,-1.0581303739994832,40.06938421509107,11.130384504191962,6,1.4852455173943868,0.16580040335071172,0.17911947740628228,-1.642997357475638,-0.18716804067573375
ENSG00000020922,FALSE,30.21104365423533,29.575021682567215,2,1.9634843138417497,-0.34053960792788474,-0.8526193714951318,-0.43566896215016726,-0.33465637226856865,34.431916738941894,49.840994507082975,6,1.4685017867753485,0.33451473526612757,-0.04296250306426927,-0.11163207763420427,-1.6484219413429817
ENSG00000021355,FALSE,91.58716392020816,96.35732870771899,2,1.7838321114127846,-0.023637176545438374,0.11692476903588689,-0.7937777930275379,-1.0833419108756952,1.8791558253830587,99.71089910378723,2,1.8649827894061481,-1.1204181395224095,-0.11168005960638007,-0.15249337042599315,-0.48039121985153016
ENSG00000021776,FALSE,28.85226944203527,41.4570685169124,4,-0.5608287684168909,0.7730008785447429,1.329345299558092,-0.01821506934884725,-1.5233023403370956,76.81410812373518,47.52818733738074,6,1.0278173445977719,0.8353098009991592,0.13289456930734875,-0.21183761548741567,-1.7841840994168596
ENSG00000022277,FALSE,84.6198323214802,91.7895345475571,3,-1.6641661834132488,-0.4551797915581307,0.23334205605179878,0.6344502092391934,1.2515537096803875,66.11737496386239,25.903440300664933,6,0.48461489330696805,1.4780830929478743,0.27450178486330834,-1.0829899312767792,-1.1542098398413942
ENSG00000023191,FALSE,65.94391442613473,53.194564903151196,2,1.8408631580381474,0.05955332404343151,-0.12937577807161849,-0.7791118105444602,-0.9919288934655013,12.171147730557966,96.03931772188494,2,1.6244899259610757,0.618728391781418,-0.4967505088302019,-1.194459437258361,-0.5520083716538499
